Model,Scenario,Region,Variable,Unit,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Category,IMP_marker
AIM/CGE 2.1,CO_CurPol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
AIM/CGE 2.2,EN_INDCi2030_1000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
AIM/CGE 2.2,EN_INDCi2030_1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
AIM/CGE 2.2,EN_INDCi2030_1200f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
AIM/CGE 2.2,EN_INDCi2030_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
AIM/CGE 2.2,EN_INDCi2030_1400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
AIM/CGE 2.2,EN_INDCi2030_1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
AIM/CGE 2.2,EN_INDCi2030_1600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
AIM/CGE 2.2,EN_INDCi2030_1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
AIM/CGE 2.2,EN_INDCi2030_1800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
AIM/CGE 2.2,EN_INDCi2030_800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
AIM/CGE 2.2,EN_INDCi2030_900f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
AIM/CGE 2.2,EN_INDCi2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
AIM/CGE 2.2,EN_NPi2020_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
AIM/CGE 2.2,EN_NPi2020_1000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
AIM/CGE 2.2,EN_NPi2020_1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
AIM/CGE 2.2,EN_NPi2020_1200f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
AIM/CGE 2.2,EN_NPi2020_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
AIM/CGE 2.2,EN_NPi2020_1400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
AIM/CGE 2.2,EN_NPi2020_1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
AIM/CGE 2.2,EN_NPi2020_1600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
AIM/CGE 2.2,EN_NPi2020_1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
AIM/CGE 2.2,EN_NPi2020_1800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
AIM/CGE 2.2,EN_NPi2020_300f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
AIM/CGE 2.2,EN_NPi2020_400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
AIM/CGE 2.2,EN_NPi2020_500f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
AIM/CGE 2.2,EN_NPi2020_600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
AIM/CGE 2.2,EN_NPi2020_600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
AIM/CGE 2.2,EN_NPi2020_700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
AIM/CGE 2.2,EN_NPi2020_700f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
AIM/CGE 2.2,EN_NPi2020_800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
AIM/CGE 2.2,EN_NPi2020_800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
AIM/CGE 2.2,EN_NPi2020_900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GCAM 5.3,NGFS2_Current Policies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,CurPol
AIM/CGE 2.2,EN_NPi2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
AIM/Hub-Global 2.0,1.5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
AIM/Hub-Global 2.0,2.5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
AIM/Hub-Global 2.0,2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
AIM/Hub-Global 2.0,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
AIM/Hub-Global 2.0,WB2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
C-ROADS-5.005,Ratchet-1.5-allCDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
C-ROADS-5.005,Ratchet-1.5-limCDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
C-ROADS-5.005,Ratchet-1.5-limCDR-noOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
C-ROADS-5.005,Ratchet-1.5-noCDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
C-ROADS-5.005,Ratchet-1.5-noCDR-noOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
C-ROADS-5.005,Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
COFFEE 1.1,CO_2Deg2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,CO_2Deg2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,CO_BAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
COFFEE 1.1,CO_Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
COFFEE 1.1,CO_CurPol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
COFFEE 1.1,CO_GPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,CO_NDCplus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
COFFEE 1.1,EN_INDCi2030_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,EN_INDCi2030_1000_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,EN_INDCi2030_1000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_INDCi2030_1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,EN_INDCi2030_1200f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_INDCi2030_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_INDCi2030_1400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_INDCi2030_1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_INDCi2030_1600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_INDCi2030_1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_INDCi2030_1800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_INDCi2030_2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_INDCi2030_2000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_INDCi2030_2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
COFFEE 1.1,EN_INDCi2030_2500f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
COFFEE 1.1,EN_INDCi2030_400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
COFFEE 1.1,EN_INDCi2030_500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
COFFEE 1.1,EN_INDCi2030_500f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
COFFEE 1.1,EN_INDCi2030_600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
COFFEE 1.1,EN_INDCi2030_600_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
COFFEE 1.1,EN_INDCi2030_600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,EN_INDCi2030_700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
COFFEE 1.1,EN_INDCi2030_700f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,EN_INDCi2030_800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
COFFEE 1.1,EN_INDCi2030_800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,EN_INDCi2030_900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
COFFEE 1.1,EN_INDCi2030_900f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,EN_INDCi2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
COFFEE 1.1,EN_INDCi2100_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
COFFEE 1.1,EN_NPi2020_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,EN_NPi2020_1000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_NPi2020_1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,EN_NPi2020_1200f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_NPi2020_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_NPi2020_1400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_NPi2020_1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_NPi2020_1600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_NPi2020_1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_NPi2020_1800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_NPi2020_2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_NPi2020_2000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
COFFEE 1.1,EN_NPi2020_2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
COFFEE 1.1,EN_NPi2020_2500f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
COFFEE 1.1,EN_NPi2020_400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
COFFEE 1.1,EN_NPi2020_400_lowBECCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
COFFEE 1.1,EN_NPi2020_400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
WITCH 5.0,CO_Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,GS
COFFEE 1.1,EN_NPi2020_500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
COFFEE 1.1,EN_NPi2020_500f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
COFFEE 1.1,EN_NPi2020_600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
COFFEE 1.1,EN_NPi2020_600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,EN_NPi2020_700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
COFFEE 1.1,EN_NPi2020_700f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,EN_NPi2020_800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
COFFEE 1.1,EN_NPi2020_800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,EN_NPi2020_900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
COFFEE 1.1,EN_NPi2020_900f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
COFFEE 1.1,EN_NPi2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
EPPA 6,2CNow_Gradual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
EPPA 6,Paris1.5C_OptTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
EPPA 6,Paris2C_Gradual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
EPPA 6,Paris2C_OptTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
EPPA 6,ParisFlat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
EPPA 6,ParisForever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
EPPA 6,Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
GCAM 4.2,SSP3-Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
GCAM 4.2,SSP4-Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
GCAM 5.2,NGFS1_Current policies (Hot house world, Rep),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
GCAM 5.2,NGFS1_Immediate 2C with CDR (Orderly, Rep),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GCAM 5.3,NGFS2_Below 2°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GCAM 5.3,NGFS2_Delayed Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GCAM 5.3,NGFS2_Divergent Net Zero Policies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
GCAM 5.3,NGFS2_Net-Zero 2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GCAM 5.3,R_BAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
GCAM 5.3,R_MAC_30_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
GCAM 5.3,R_MAC_35_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GCAM 5.3,R_MAC_35_n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
GCAM 5.3,R_MAC_40_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GCAM 5.3,R_MAC_40_n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
GCAM 5.3,R_MAC_45_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GCAM 5.3,R_MAC_45_n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
GCAM 5.3,R_MAC_50_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GCAM 5.3,R_MAC_50_n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
GCAM 5.3,R_MAC_55_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GCAM 5.3,R_MAC_55_n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GCAM 5.3,R_MAC_60_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GCAM 5.3,R_MAC_60_n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GCAM 5.3,R_MAC_65_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GCAM 5.3,R_MAC_65_n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GCAM 5.3,R_MAC_70_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GCAM 5.3,R_MAC_70_n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GCAM 5.3,R_MAC_75_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GCAM 5.3,R_MAC_75_n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GCAM 5.3,R_MAC_80_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GCAM 5.3,R_MAC_80_n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GCAM 5.3,R_MAC_85_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
GCAM 5.3,R_MAC_85_n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GCAM 5.3,R_MAC_90_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
GCAM 5.3,R_MAC_90_n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GCAM 5.3,R_MAC_95_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
GCAM 5.3,R_MAC_95_n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GCAM 5.3,R_MAC_99_n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
GCAM 5.3,R_MAC_99_n8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
GCAM 5.3,SSP_SSP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GCAM 5.3,SSP_SSP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GCAM 5.3,SSP_SSP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GCAM 5.3,SSP_SSP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GCAM-PR 5.3,PR_CP_PriceOnly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
GCAM-PR 5.3,PR_NDC_PriceOnly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
GCAM-PR 5.3,PR_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
GEM-E3_V2021,EN_INDCi2030_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GEM-E3_V2021,EN_INDCi2030_1000_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GEM-E3_V2021,EN_INDCi2030_1000_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GEM-E3_V2021,EN_INDCi2030_1000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GEM-E3_V2021,EN_INDCi2030_1000f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GEM-E3_V2021,EN_INDCi2030_1000f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GEM-E3_V2021,EN_INDCi2030_1000f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GEM-E3_V2021,EN_INDCi2030_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GEM-E3_V2021,EN_INDCi2030_1400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GEM-E3_V2021,EN_INDCi2030_1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
GEM-E3_V2021,EN_INDCi2030_1800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
GEM-E3_V2021,EN_INDCi2030_600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GEM-E3_V2021,EN_INDCi2030_600f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GEM-E3_V2021,EN_INDCi2030_600f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GEM-E3_V2021,EN_INDCi2030_600f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GEM-E3_V2021,EN_INDCi2030_800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GEM-E3_V2021,EN_INDCi2030_800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GEM-E3_V2021,EN_INDCi2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
GEM-E3_V2021,EN_INDCi2100_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
GEM-E3_V2021,EN_INDCi2100_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
GEM-E3_V2021,EN_INDCi2100_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
GEM-E3_V2021,EN_NPi2020_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GEM-E3_V2021,EN_NPi2020_1000_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GEM-E3_V2021,EN_NPi2020_1000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GEM-E3_V2021,EN_NPi2020_1000f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GEM-E3_V2021,EN_NPi2020_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
GEM-E3_V2021,EN_NPi2020_1400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
GEM-E3_V2021,EN_NPi2020_1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
GEM-E3_V2021,EN_NPi2020_1800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
GEM-E3_V2021,EN_NPi2020_400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GEM-E3_V2021,EN_NPi2020_500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
GEM-E3_V2021,EN_NPi2020_500f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GEM-E3_V2021,EN_NPi2020_600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GEM-E3_V2021,EN_NPi2020_600_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
GEM-E3_V2021,EN_NPi2020_600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GEM-E3_V2021,EN_NPi2020_600f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
GEM-E3_V2021,EN_NPi2020_800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GEM-E3_V2021,EN_NPi2020_800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
GEM-E3_V2021,EN_NPi2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
GEM-E3_V2021,EN_NPi2100_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0,CO_2Deg2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0,CO_2Deg2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0,CO_BAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0,CO_Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0,CO_CurPol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0,CO_GPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.0,CO_NDCplus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0,EN_INDCi2030_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0,EN_INDCi2030_1000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0,EN_INDCi2030_1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0,EN_INDCi2030_1200f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0,EN_INDCi2030_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.0,EN_INDCi2030_1400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0,EN_INDCi2030_3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.0,EN_INDCi2030_3000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,ModAct
IMAGE 3.0,EN_INDCi2030_800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0,EN_INDCi2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0,EN_NPi2020_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0,EN_NPi2020_1000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0,EN_NPi2020_1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0,EN_NPi2020_1200f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0,EN_NPi2020_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0,EN_NPi2020_1400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
